id,age,steps
86323,46,6433
55953,37,6739
74517,49,5979
79994,47,7499
20980,38,8114
55930,50,8214
59137,33,-1
73814,41,9032
23076,37,5812
44346,53,7617
50673,27,-1
66948,32,-1
38861,27,11216
45912,26,-1
65523,42,6663
47142,34,9496
60192,47,7498
65342,36,5769
23602,41,9859
80312,47,7007
16884,37,-1
64862,37,7955
98254,38,7464
11616,45,8160
34427,43,8682
28890,43,7358
85375,46,7071
62675,40,7455
98424,49,7434
64451,48,7080
38249,42,9837
74986,38,8973
87374,43,8008
46194,26,-1
75691,29,10590
85190,28,-1
89380,36,8340
18060,47,6485
57768,56,8409
70163,39,-1
61077,59,6423
12172,47,6117
92805,44,9446
476,46,5943
2797,31,5919
95670,39,7735
59559,53,7558
60215,46,7610
98462,40,-1
87738,38,6517
5799,36,6580
50402,30,9547
42188,41,10541
79074,36,5198
3337,24,9055
76503,39,-1
36955,52,5057
72128,44,10086
8296,40,9128
49435,49,-1
17313,39,7444
97031,47,7690
33347,34,7296
91354,28,8373
71680,35,10238
99857,26,10418
40812,31,-1
11276,47,5889
14430,26,-1
4385,44,-1
44737,44,6126
55530,44,6657
49825,47,8133
48891,53,7103
64570,36,9635
66638,49,-1
75425,55,6393
55563,42,8301
74115,42,7462
23445,41,6849
39317,37,-1
90339,46,4403
59950,49,8185
44824,38,7930
94039,43,5361
66796,41,6298
22881,46,5754
78884,46,7454
50844,48,8130
95963,38,-1
58060,55,8621
87665,53,6132
49197,45,8270
80958,43,9340
97295,48,5356
31161,30,-1
98682,41,8650
45497,44,-1
75762,37,5690
13393,30,-1
55774,42,-1
39461,38,10450
83592,56,6450
42295,44,-1
32138,26,7256
88972,40,8541
98189,42,6470
56279,46,8254
60486,49,6004
60511,31,11246
73097,48,5687
30157,30,10343
18035,44,6942
35736,29,-1
53090,37,8646
12298,34,10025
83678,54,7252
14479,36,9566
89408,30,9365
39198,45,5150
50536,36,8091
47107,47,5401
35696,48,7064
19124,56,7421
79962,34,5859
31402,18,7185
37856,41,9854
74375,25,8742
38164,30,8628
66709,44,6124
99291,33,8340
23035,29,7499
32478,51,8523
47714,52,8074
1059,43,8397
47339,53,7343
17579,46,6414
63351,30,10195
56825,51,8098
67831,36,7735
79850,41,10379
58814,46,8320
28862,39,8159
67530,45,8682
72690,44,5815
27717,47,7744
13396,43,8038
8751,44,4883
66085,51,6297
68854,44,10392
12351,33,8672
18634,47,9367
42326,23,6921
37229,37,9398
80127,36,7296
11712,42,7057
32929,55,7346
79095,50,5819
98113,28,7677
16400,37,8671
44958,40,6700
55045,32,6996
43187,46,8176
32764,41,5524
6105,38,7684
47933,38,7672
59703,44,8209
2937,42,-1
63759,41,7209
23809,27,6910
73266,39,8406
41701,48,6941
17961,49,9552
84044,37,5403
93646,41,9724
9979,38,7547
53088,25,8390
78104,39,9055
96439,58,8759
93868,55,9052
11589,34,6046
7423,44,-1
26124,41,6550
99461,35,6166
27107,42,8380
99387,44,5206
77387,21,6221
63369,43,7567
25955,52,7976
76371,36,8702
13548,47,7449
58840,37,6118
651,43,3506
80008,28,7259
21189,39,6529
53236,42,7396
47694,32,5352
8213,48,7481
85142,34,7527
93965,44,6355
84805,26,5958
95653,28,6612
85995,32,8034
92626,36,8694
73908,47,-1
46150,47,7003
67217,24,8116
98386,53,6262
48466,38,7799
51485,25,9582
93375,39,5324
83469,46,-1
23195,30,7149
42327,37,6663
86287,44,8272
88349,37,7890
3502,28,5736
33947,50,6338
38976,47,10777
45766,41,7931
59565,60,8801
79692,26,7381
88279,32,6692
519,36,5889
31780,36,6953
6725,30,5752
22775,47,6592
35429,35,7329
39712,50,8314
18168,49,6646
34230,47,6621
15562,26,7938
56130,47,6525
53962,50,6364
85373,41,7906
92997,37,6835
27918,62,7865
62664,51,5425
74277,43,-1
38266,47,3497
30708,48,9053
16458,60,7676
47334,46,6541
48214,21,8336
41656,47,8636
96442,41,4138
72079,49,6084
40513,41,7692
27972,43,8839
22127,40,8150
98696,52,6837
11420,54,4868
63135,35,9203
25269,33,8018
95271,47,5391
96582,42,-1
1091,49,6390
26329,37,3666
89610,39,9411
42201,40,7436
51916,42,5078
14441,38,6565
24345,32,-1
15517,47,-1
76715,48,5512
44058,43,8643
78342,27,-1
51463,48,9337
39,42,9508
76790,33,8077
30378,49,6854
84926,31,7282
33041,41,6467
80808,44,6070
73434,28,8362
89644,36,10062
24033,53,7922
69179,53,6182
45300,46,8711
95260,46,9902
65279,44,7869
9600,32,-1
56517,54,8565
6235,55,7883
6334,40,8239
86683,46,9131
82668,46,-1
49342,40,7277
98572,40,7507
95641,26,10045
37868,44,6663
69971,43,5269
10912,47,6542
36314,46,6000
11727,42,8934
34205,34,6865
26594,53,5490
81613,62,7390
91657,55,6468
80816,30,10239
78084,57,5620
84652,38,6844
14038,36,7019
29354,34,6302
70397,25,6540
57675,53,8170
8941,33,8828
70314,45,8415
59433,50,8451
71316,48,6216
39246,45,7877
46080,22,8075
43438,53,4000
7875,38,7423
60989,34,10516
38307,27,-1
58937,41,7202
64624,33,6261
13812,41,8886
82564,50,8588
58395,37,8286
3570,43,8325
30840,40,6035
38499,35,7894
46879,40,6449
70215,63,7320
17672,46,8331
63160,37,7776
56464,37,6494
80487,30,9988
38277,41,5288
72366,38,8357
90086,47,7680
49878,37,8591
42787,47,8553
54825,53,9517
59880,51,7405
88467,39,5131
33024,49,7265
55740,40,9372
40019,64,-1
34667,41,7430
32770,37,6929
40623,48,5511
38792,51,6143
19320,41,11102
86236,57,6534
43695,53,9071
58222,47,5241
61820,43,10577
75954,46,8637
46856,36,8576
31302,38,8728
80486,49,8157
74045,44,8064
41487,32,8971
56838,46,4201
25466,29,7770
52094,36,8180
2495,45,6829
33060,40,5692
69127,43,7598
13451,24,9831
80948,27,7789
31179,40,-1
42272,45,7003
35605,30,-1
7128,43,6514
87057,28,8792
26514,47,4602
68791,48,9007
40489,48,7564
21898,66,5981
11570,43,8033
93999,43,-1
62677,47,6930
64725,45,8674
69784,49,7930
93643,42,5465
31060,47,9122
65070,37,7472
45726,28,8749
41210,27,8895
52502,33,7860
95458,38,6115
46063,30,9917
8588,47,5917
98513,41,6919
32342,57,9693
74435,50,6341
14049,49,7174
39337,47,6611
51109,37,6802
63407,35,8941
97682,45,4985
29885,42,7299
3955,20,6936
20590,52,-1
10443,27,8051
29788,56,7829
7251,43,8058
76152,45,9687
51751,49,8358
11060,51,6777
41010,26,8625
16301,40,-1
43257,45,6393
5389,33,9288
90743,38,-1
48488,45,4610
20070,41,7961
9169,39,9094
94404,56,5153
76006,22,7856
74851,24,8134
52294,49,5562
92607,51,8426
31022,23,6637
883,40,6667
8917,39,-1
24323,44,6519
76843,35,-1
78938,53,-1
51963,36,6196
78445,59,5768
58845,51,7031
43080,45,5972
28030,36,6160
72811,54,6069
72111,53,-1
84655,46,5122
21615,28,-1
23190,41,6375
50776,51,5336
95471,48,8691
19716,47,-1
12600,40,8111
65649,43,9153
59780,50,10230
32273,40,7467
77669,35,7206
3799,44,6821
35874,46,6133
56520,42,7881
35826,38,7161
58380,48,10198
2662,32,7375
98021,49,6176
29479,39,6592
14900,48,9227
86423,26,9239
10254,50,6029
578,28,9791
65357,44,4726
2667,57,7662
82105,47,4433
52715,40,5784
53342,36,9862
91334,28,7967
37115,46,7043
85437,59,4859
38925,49,7051
10917,36,-1
70745,53,-1
29931,43,-1
87181,34,7738
30469,45,10769
61655,36,6383
71095,47,-1
22929,30,7326
9149,38,5760
63750,40,6457
81148,45,6907
62413,49,7382
54162,37,7280
41737,46,7378
55181,37,8750
43586,40,6651
39990,52,7830
73899,51,6446
22767,43,-1
32998,31,-1
77620,35,7686
72039,51,5302
35913,34,7245
55952,55,5003
59649,47,7176
53524,55,5825
62353,32,8865
44892,42,7703
12889,35,8660
84336,47,6492
39545,41,-1
90798,32,-1
14228,37,8115
46398,50,5808
72003,34,-1
98804,54,5995
13881,60,10033
56948,47,6015
70335,36,8736
28600,33,9960
54599,44,-1
35025,42,7255
37022,53,6197
9753,46,7088
7968,47,-1
33684,37,-1
33634,39,7441
71002,44,7418
22824,53,6959
12325,47,5755
22914,38,6498
63120,36,8490
71687,44,6062
22637,52,7850
15736,46,7643
87671,52,4129
95947,35,6893
13130,38,8112
76048,27,10044
83325,47,8214
50090,36,9427
10092,45,9336
49774,52,6284
81340,42,6984
71036,40,10061
2731,33,9174
64034,41,8704
44937,29,7765
11373,53,7821
69143,44,8156
33265,41,6155
82773,39,7611
83227,42,-1
25125,42,7974
13073,30,6760
93835,58,1973
86140,36,6987
33319,28,5454
86471,36,7370
26591,41,-1
73793,40,6219
5679,33,9179
39785,43,7136
92381,41,7670
91327,29,-1
62511,32,6591
48941,43,7316
226,38,9772
85809,61,6653
33502,47,6548
89454,46,-1
24752,42,-1
43559,30,8643
34302,44,9991
79463,46,5232
63121,49,8637
66091,25,9959
19263,43,5541
30023,49,5938
15152,47,-1
4451,31,5877
90948,27,11293
342,53,7571
24891,56,4675
31789,52,9250
18550,35,9429
91015,30,12265
95386,32,-1
41768,40,9926
9700,35,8847
14487,46,-1
81654,55,-1
93054,27,9031
62896,37,-1
83962,34,3652
23374,38,8855
65376,36,8205
90729,22,9028
62111,43,-1
82141,29,6294
29334,49,5335
35594,39,7272
52849,46,7241
47884,36,8066
77657,50,-1
73825,30,6916
45695,39,10808
36889,45,6115
37778,40,11232
64205,27,7310
47217,34,6652
50783,45,6825
31916,41,6516
41027,28,9479
10501,45,5476
13773,57,9430
18022,52,4948
23604,40,8113
29920,36,8027
49969,45,7977
16129,29,8702
51687,36,10109
27212,43,8135
92751,53,8013
36266,59,8122
14117,20,7950
34060,39,7981
55101,35,9651
88989,39,10291
44731,31,-1
6818,48,6490
97626,48,4737
14044,40,6569
67837,17,10060
4022,33,9022
51844,47,9781
5438,39,6852
7770,37,6437
57271,52,7503
5968,45,7346
81750,29,7472
38806,45,7915
17200,28,8030
11855,30,7899
89185,48,5960
5073,48,3674
22100,41,-1
64605,27,8629
42619,39,7387
81822,41,7166
88417,50,8645
18598,43,8084
15131,29,8481
49611,48,7643
23491,45,5026
18438,39,-1
2072,43,9279
19921,45,7967
31591,43,7159
3835,40,5990
97890,22,6887
78231,50,5734
33398,35,6631
90956,31,6603
80845,32,7214
75662,43,6994
6194,55,7275
46161,52,6821
68339,30,-1
53607,46,9031
24095,36,6729
50198,41,7228
33140,40,7737
81220,34,10401
60960,34,8851
53185,23,9092
38068,34,7747
28934,41,6281
23717,49,5719
22848,53,4897
77635,39,8757
33940,46,4953
22613,35,6829
15901,31,9626
37475,46,5951
17613,51,-1
56376,47,5288
4079,28,10090
92039,52,-1
52438,40,7702
81772,49,9621
97493,43,5895
44668,53,-1
89173,46,7000
3493,52,6475
12826,35,7205
76111,54,6757
1256,45,9069
47065,26,8514
94825,45,6175
16815,34,7233
81194,50,9613
84049,34,6944
37620,39,7133
35941,57,8494
36096,28,9188
48549,48,6918
33925,40,6946
13619,53,6568
45675,31,8838
82056,42,-1
87785,31,7983
90897,40,4223
47699,32,7348
12579,45,-1
63900,39,8391
41759,41,6465
93380,39,5295
62200,42,7670
34059,41,8653
73520,36,8012
61095,41,8684
24080,27,9319
24441,53,6541
84026,40,7604
61986,28,9785
39762,55,5202
26941,45,5681
71583,31,7335
26652,51,4717
62964,56,5671
19181,42,7815
31206,47,5580
44969,33,7622
9430,59,5309
46420,45,-1
52569,26,6788
17090,38,6038
55908,45,6099
26522,65,5019
69219,32,7618
85737,47,7653
23444,29,9282
18732,20,6830
13320,43,9662
63845,50,7116
97313,36,5926
97554,40,5580
45956,31,7353
46122,42,4636
30345,30,8908
69296,56,5201
16367,27,7867
13848,52,9504
87339,39,8257
10889,43,5644
66694,36,7909
1217,38,7692
16522,43,7956
49463,62,6124
99793,44,-1
60121,35,10298
3233,34,6291
75114,36,8008
36506,42,9562
58357,33,7105
59540,49,7496
40773,39,5877
62086,40,-1
441,39,9356
79585,31,8444
24150,43,6539
79489,44,9146
67676,28,7689
79470,45,7539
74515,35,7980
8449,45,9214
980,37,9413
76393,30,7471
84348,37,8107
66442,62,5483
2322,38,9234
92223,56,6147
13033,37,6846
38594,34,9124
68245,20,-1
14042,40,7304
1441,33,-1
97373,24,9346
33454,39,6534
30511,43,6876
69644,35,12453
28292,37,6886
50980,51,8453
98174,38,8413
99138,34,9153
11114,44,-1
45338,54,5404
65880,34,5978
53307,35,7717
61643,44,9677
48832,46,5924
99481,33,6739
79020,44,6826
58162,34,8412
84588,36,8443
99154,27,8617
44110,36,5999
72990,50,6227
80355,49,8276
37486,37,7342
57112,36,-1
92248,30,9903
46065,52,5563
85069,40,9191
24402,45,8105
83298,38,7740
38406,43,6538
2309,41,7190
25892,41,8252
19007,57,6264
22001,39,5095
86594,41,7642
63840,54,5698
99002,51,8782
36552,42,7937
96095,55,6008
94352,42,7503
65111,21,8884
83345,48,6838
16314,27,8625
99715,32,6076
78457,66,4478
37284,56,6942
1910,38,6838
27923,32,7894
26665,40,3690
5476,44,6858
32080,65,7082
43433,24,7466
1155,34,8403
37278,33,9356
42990,43,6662
97410,30,6837
9807,47,7517
26682,58,5478
6904,22,9307
95206,38,7939
9209,46,5032
29222,45,6026
69227,34,8688
4363,42,6417
56474,44,7771
60636,38,7938
40457,49,7434
94906,38,6552
45920,58,8230
87673,41,-1
49337,31,9870
9420,40,5711
54539,41,6224
57476,36,8411
89967,28,4577
65935,49,9244
62528,37,8183
94167,28,10776
40523,26,10336
79209,37,7970
36543,36,4612
56983,37,8177
35073,65,6943
32937,49,7986
78117,38,9559
70922,73,4796
30712,45,10095
22256,39,10126
46708,56,-1
78822,36,7641
95157,65,3697
10238,51,7864
35170,38,8281
59975,15,-1
78965,42,6221
50201,33,7366
12670,43,-1
95992,36,7795
37406,51,5742
54940,54,4610
59338,44,6970
18554,56,6107
14964,45,7486
19027,24,7976
40306,48,9281
7701,47,-1
77881,29,5948
79162,33,6806
51917,41,6212
76434,51,7621
2299,37,6934
84467,50,5803
99923,42,6025
28103,29,-1
69935,46,5806
18337,35,8071
98623,39,10762
29719,52,9267
96563,44,7217
58778,57,6662
91552,40,8447
47765,45,6742
91414,19,6366
92648,50,4837
82457,33,8875
788,41,-1
21142,28,12159
3946,38,8086
59597,52,5290
26355,15,11006
90313,33,9019
22089,38,9012
80417,52,6093
88237,28,11985
94547,43,6252
7588,36,9060
89488,34,7241
38629,47,6790
88783,52,7672
67954,39,8912
23607,26,7277
25767,47,10397
35555,51,7215
83074,32,5628
80595,17,9538
96610,26,7783
60066,45,7219
21982,53,-1
78963,30,7882
16451,38,6895
26549,54,4782
45465,44,-1
92370,65,3894
67886,38,6678
83438,36,4273
71365,38,5880
31880,37,6943
14731,47,6711
4543,45,4945
20153,47,8964
67473,31,8005
34847,54,4126
32459,33,5707
16280,52,4547
3085,53,7219
25195,39,8829
83781,61,7724
11666,44,8366
34645,30,5647
72559,47,4210
52665,51,8284
80999,33,-1
16695,36,7355
13563,51,-1
10850,30,7945
49332,35,5550
86257,30,7482
34352,43,6839
78083,46,8106
70598,47,6884
59647,40,7997
56522,35,7608
16716,29,5914
3393,52,8113
85014,42,5083
8033,47,5599
10218,49,-1
5317,32,7068
57610,29,7529
19018,44,4373
49960,41,7699
13343,40,-1
35002,35,-1
58593,45,11446
20355,34,7169
21872,48,7526
82316,42,6654
89798,33,7245
59776,52,8014
30963,30,6421
72535,46,-1
8805,44,7121
68564,47,7240
74818,43,6844
96590,47,6116
32004,38,9070
91157,31,7170
45449,46,6060
44090,54,4779
6691,44,7824
24933,51,7137
25631,41,8594
11250,33,9741
28265,53,9173
56711,27,7524
60604,37,6945
97533,42,6921
46441,37,6691
66867,47,5314
32311,42,8183
94112,47,6294
72470,36,8296
37328,46,-1
12723,50,-1
62418,57,6333
87559,39,7893
69261,39,8044
64726,51,7103
55112,40,7283
29457,30,8653
37503,44,6933
83712,38,3413
70367,32,7149
97,46,-1
16929,52,7038
57938,57,6686
71787,43,7739
91468,45,-1
44596,40,6449
65202,38,9179
56640,27,8310
99698,33,9471
26087,30,10199
46419,34,8214
68064,52,7896
50563,39,9047
49937,50,7081
17155,39,-1
58079,33,8077
69544,39,-1
46933,46,6080
76282,31,-1
69019,52,-1
19931,34,8381
54396,51,8649
47205,36,-1
80464,42,-1
10408,35,8354
60166,45,7676
96032,27,9624
13523,37,7806
63999,45,9376
13325,44,7336
13688,49,8397
68969,46,9239
48163,38,7510
87232,46,10167
20859,40,5817
81630,21,8546
85602,50,6128
2990,41,8070
94603,44,7104
97387,36,6797
73562,64,-1
30144,41,7513
83542,52,8434
41691,33,4672
42141,25,8296
45336,35,5417
14535,32,8622
15530,36,8629
41083,45,7355
22227,49,8000
24138,26,7311
49682,45,7818
18567,51,4649
35064,46,7029
57640,52,5324
93101,27,10142
53659,43,-1
10548,32,6689
96839,41,8151
36535,51,-1
46590,35,9410
95275,48,6636
50579,48,-1
66044,40,4280
23388,34,6218
54506,46,6911
2502,45,9699
95769,41,5295
20282,50,5389
6411,51,7270
10399,47,7763
93322,20,9995
18533,45,10498
62258,41,7471
66997,36,9628
79977,44,9271
5040,29,10379
24494,39,5866
75721,37,8752
16602,55,4620
59729,46,9224
49598,45,7845
87677,34,-1
86990,33,4709
87389,35,6293
2946,45,-1
82690,49,7340
295,45,7372
73659,54,8184
53388,36,8788
81590,35,9655
65148,39,7759
68674,24,6779
28005,42,7454
49428,40,-1
59455,38,6973
61648,56,6685
62669,44,6758
94313,33,8202
83054,28,9824
27142,36,7852
67110,39,10226
89956,41,6704
29521,40,7517
75560,42,8558
14556,49,8890
89095,36,6267
38711,42,9631
81446,26,7941
60875,29,8092
16100,34,6460
53063,37,7008
67689,39,7435
82247,30,8029
41710,40,4588
26317,52,7438
51762,35,5937
37152,57,8048
11461,42,5601
40866,27,7210
80616,40,6450
20747,44,-1
99835,42,7748
88710,34,6548
72120,45,9820
11134,28,6947
6100,39,-1
85060,21,8386
26557,31,5888
31681,48,6032
37456,41,6509
87491,38,7711
19845,38,7223
40592,50,6546
79681,44,-1
29154,44,6745
79901,41,5389
44368,59,5138
41331,31,6507
36882,43,-1
75076,28,7266
22199,57,6972
25074,41,6617
77251,52,7565
46222,41,6854
82340,44,8736
97424,50,6484
16434,40,7000
5526,31,6485
1880,25,5937
58721,62,7718
1430,45,7153
9887,41,8283
49571,46,6517
85308,48,7617
50471,41,7026
88103,32,-1
20925,29,7705
41952,52,10748
43666,43,7413
17836,33,7832
6398,34,8330
98739,38,10051
69548,23,-1
77144,41,6706
35439,51,-1
69369,30,7016
3047,31,7035
59642,37,7762
48388,27,8423
86369,25,9328
50473,40,-1
30512,41,7511
81763,35,8778
90650,34,6376
88376,26,10071
94379,32,9146
51583,41,9919
19869,28,-1
18387,37,7572
1175,32,10655
21737,27,7280
38373,39,8965
48884,49,6571
83131,33,7400
2783,37,5856
68269,35,8908
36297,52,9340
46217,33,4624
85282,46,6191
85367,46,7794
89577,32,6211
77664,37,11050
47680,33,10221
49718,31,5761
2950,24,8268
79934,35,8718
91923,39,7705
43357,44,6524
64312,24,5219
65635,38,-1
40045,45,6327
64151,49,5688
92597,51,5906
58487,27,-1
26064,41,6507
59307,24,7710
16584,30,9158
78512,37,7296
12321,46,7429
42742,51,8503
78219,49,9625
63299,38,8387
19100,34,8369
14668,45,3159
51477,47,7383
59656,44,7781
81016,45,7085
41155,35,10009
2442,60,7000
73658,43,7142
81995,46,11077
77935,59,6212
89918,49,7007
31120,24,8930
70203,40,9423
29130,37,7612
28011,53,6866
48299,31,6558
82186,36,8835
97139,46,-1
75511,48,4528
81283,35,8675
3175,29,8595
54559,70,-1
40447,55,5472
29465,41,6027
64832,39,8004
53985,34,-1
41578,47,6321
29944,39,7540
99173,42,9966
6248,38,-1
60893,49,4213
78317,46,7475
40366,42,-1
55117,33,7641
64637,32,8611
2086,32,-1
27234,31,6441
61670,46,7743
66662,39,8102
79527,34,9461
69473,44,7470
40437,42,6346
61317,39,8339
99475,46,8486
96887,34,6887
70879,36,7595
95342,45,6801
47386,40,8316
44017,40,9614
5422,35,8044
73731,44,4921
47651,31,8733
33838,26,7767
32852,37,8330
26919,25,7314
32807,44,8224
60990,31,11202
90691,38,7585
99805,39,6501
9694,40,9118
94369,44,5060
43855,52,5423
13433,39,5347
89381,30,7124
484,42,-1
95615,32,9881
71393,21,8631
95710,44,7034
98870,44,7466
46793,52,7918
17494,50,7937
2180,48,6834
28852,27,10022
33281,30,7654
90601,53,3922
96152,34,10113
81635,44,9591
34098,61,9914
77055,27,7074
71406,39,7865
67702,46,6453
92271,36,-1
3395,34,7143
92519,35,8546
59541,50,7498
60507,43,7641
12584,47,6841
8822,52,9432
57661,43,-1
34066,42,6639
60899,44,6065
57397,37,7111
48418,35,7583
24856,24,7305
4387,40,6726
51387,53,10154
84847,42,8728
82755,13,11414
12931,35,7593
86344,47,8142
11985,46,7500
93878,42,9001
10020,39,6036
62973,42,10076
56429,39,10370
18734,53,-1
23124,31,-1
46443,62,7403
15879,53,6852
29515,53,6525
27970,54,7238
2771,45,6163
49248,34,-1
46864,45,7338
32017,44,5821
95851,45,7852
22383,49,5110
63420,22,7617
29267,48,5697
84502,49,6205
88057,57,7063
81041,39,7679
86187,38,-1
60743,28,5888
55095,41,6302
68529,36,9091
59452,44,9364
98604,39,8973
20676,21,6077
62939,35,7729
14544,28,8413
93242,55,-1
902,51,-1
31079,38,9068
39890,37,8599
76074,47,6217
11504,28,8433
13260,38,8759
79156,41,-1
45983,41,10152
82278,45,6513
3016,33,-1
26760,34,7844
43320,62,-1
73000,34,7964
18107,47,7603
77328,37,-1
21417,32,5790
47194,35,9621
72397,31,9674
79259,39,6904
83489,36,7490
15571,37,8475
46918,37,7456
83858,48,7333
18031,42,7646
47534,36,7658
51490,37,-1
99449,48,8347
45067,15,7856
82713,44,5313
2357,40,8132
13852,34,-1
2958,38,-1
87135,29,6275
93282,31,8218
35192,35,8397
56237,41,6764
12959,36,6934
24511,34,5962
62416,38,-1
44287,47,5898
78541,33,6357
65694,30,8916
87664,53,5635
62724,55,5352
49043,39,7247
6399,29,7889
51250,37,7992
30635,33,-1
17364,54,6473
75814,20,9335
72441,45,9226
61942,34,7692
6724,44,7627
49227,37,7260
89151,39,9718
50025,36,-1
92829,34,7833
32087,32,10362
11295,40,-1
77959,53,5133
93481,46,7488
86920,47,7268
79416,50,-1
4193,28,9545
94361,34,11576
73464,41,5857
76936,50,5417
36514,40,7513
23378,51,7583
22155,40,9266
98170,34,6987
94481,33,5838
91917,54,4588
1146,49,-1
87635,38,6856
49640,40,7170
77783,26,7719
90463,40,-1
14106,28,-1
1152,41,9886
51682,43,8348
42745,40,-1
61548,37,7401
61239,27,7023
1413,59,6823
94723,34,9337
20743,42,5980
85309,37,7861
7730,39,4463
48593,35,6608
2439,40,7543
28650,30,8062
23145,53,-1
81946,50,6606
73259,55,8189
62109,44,10248
34559,37,6381
90824,33,9156
98453,36,8556
83039,29,7892
15501,37,7542
20492,44,7374
54608,39,7704
56180,44,7473
69399,49,7652
53525,43,9393
38950,42,6789
6152,40,6213
44754,42,6500
4568,36,6406
73015,43,7359
97378,48,7689
74380,55,5720
53422,41,6846
4337,37,10312
30156,36,5682
2778,33,8560
69140,50,8535
37966,53,8325
76914,39,9781
22583,29,-1
71131,30,7057
56498,39,5991
75819,24,10073
35758,39,-1
6925,32,8478
97791,37,9078
58635,31,-1
77613,51,-1
69141,33,8132
94827,50,7971
54767,27,9000
99432,44,-1
72878,41,8844
58556,32,9438
29647,44,4442
31427,54,5836
18275,59,7446
25871,59,7818
37852,38,7186
13694,36,8997
85045,33,8831
16754,35,8950
73834,30,9741
64778,35,10110
186,25,5490
2833,47,6285
57503,29,9669
71938,31,7984
74161,46,8499
5641,37,8855
77361,57,7477
27545,43,8272
77863,35,8958
49447,30,6439
60042,31,8476
74497,53,7738
57143,41,7583
88991,36,7343
28104,42,8204
48038,36,-1
43444,28,9316
68085,53,6777
93097,33,6512
26252,26,6429
2891,41,9039
41857,51,-1
47270,43,10172
40945,37,6370
79402,47,8040
26164,32,4872
87779,38,8541
55895,34,6502
36835,38,5203
24263,50,-1
75860,34,5883
17947,25,9753
77904,29,9342
80449,41,9558
29781,37,8707
35251,39,8639
85241,31,8541
60879,46,9159
36414,30,8175
70370,28,-1
46152,38,-1
15550,43,6952
82708,42,-1
7757,35,6614
30590,28,6917
12331,42,6767
96530,34,7180
81192,24,5343
32497,38,8632
75029,60,-1
89939,40,6921
68113,22,5826
32159,29,11039
30040,18,8471
26434,25,7030
54908,52,7818
78607,31,7836
79963,35,9160
8760,34,9557
39878,43,7835
91443,43,6474
96149,34,7420
10742,47,9670
41223,44,6230
79358,39,9546
57809,44,8927
38053,33,10637
44196,29,8195
69528,54,8936
81350,34,8726
52325,31,-1
89708,45,6143
57933,43,8089
78632,37,7664
57723,27,9063
56877,27,4770
87622,39,4121
20395,37,8801
65461,32,6877
78959,30,7762
67378,40,-1
74448,46,9509
72637,24,8533
95255,26,-1
83358,50,8527
34108,42,7605
12942,48,9199
77719,31,7077
66034,41,6551
16987,41,8478
34590,47,6736
25296,36,7203
50043,32,9750
63806,43,5607
11941,35,9706
23034,34,8005
5102,32,7057
30316,24,9125
49971,46,6678
75238,49,5067
85019,50,-1
44593,49,7027
30154,33,9136
18960,47,5168
42917,30,7655
60170,29,10620
92387,37,8160
49791,52,7480
6717,42,8290
31550,43,8094
8586,35,6371
72326,35,-1
54609,55,8488
60307,31,-1
2417,52,-1
53241,38,7445
3137,40,-1
17708,31,8602
60806,43,7545
37884,48,8465
51654,49,4126
61837,37,8779
92698,30,4659
62590,45,10777
22096,42,5072
17848,49,7262
5551,33,7472
26142,48,-1
73550,46,10167
77490,39,5964
49995,50,7863
63808,33,5299
64939,36,10024
44684,40,7214
48062,39,-1
36871,29,6385
87993,44,7166
4506,44,5207
38223,26,11159
73006,27,7735
39928,44,7399
75358,50,8942
78298,51,5546
78297,39,7316
92406,50,7433
56761,53,7629
9991,50,9060
13053,49,-1
38535,47,5856
27116,8,10733
57910,32,8421
10757,51,7958
55116,43,-1
63119,39,8584
94295,58,7891
86208,26,10827
10876,34,7225
52456,43,7953
44259,47,-1
37192,47,7602
29758,40,8599
69878,38,7994
63563,54,6586
79041,43,10892
90944,40,9760
75668,56,8274
51646,36,7601
34276,44,7485
55367,34,9859
37898,54,5723
78735,56,7939
83120,30,-1
66439,23,7874
7881,42,7828
5111,39,6385
90922,28,8487
89726,47,6571
82244,50,6386
90489,41,6714
39699,24,7556
62762,42,5654
53207,39,-1
25717,46,6611
9122,49,-1
90262,25,-1
33162,38,6822
21782,50,3598
52978,56,4394
87887,45,8299
80462,39,6896
61089,55,5420
46282,35,8156
26091,29,8115
60169,51,4943
22892,33,-1
8384,37,7851
88550,31,7519
39663,37,7715
83859,32,8544
53434,63,5581
44424,45,9053
96224,48,7165
70381,36,6439
17339,24,6092
18092,34,7433
65798,45,-1
38267,28,8022
89581,43,7868
11089,40,6675
99023,22,8296
99488,40,6250
30962,45,5266
94349,33,7373
77615,39,8564
88168,38,7197
61211,48,4755
71223,36,8623
7077,44,10329
98527,32,-1
97354,37,8220
69553,53,7797
41959,43,9223
9937,30,6298
60198,32,6362
18880,46,6596
75521,40,8514
3125,40,-1
58231,41,7411
39645,45,6442
89404,45,-1
79420,45,7473
75429,26,8954
39176,26,7794
13278,33,7920
86547,38,6858
34790,40,8289
27784,61,9506
57082,48,-1
12077,29,7566
96065,39,6709
86515,43,8341
40228,40,8631
51386,50,8631
63583,48,7550
74483,50,8243
1043,47,8709
85387,36,7958
67504,42,8614
9163,49,-1
15766,46,-1
3309,49,6133
6231,18,12056
80847,42,7103
19315,45,5026
49797,27,6106
39627,45,7875
63617,32,5424
85267,34,7644
